"","Progress","Age","Gender","Ethnicity","Education","Marital","Employment","Purpose","FreqUse","Nationality","ucla_1","ucla_2","ucla_3","ucla_4","ucla_5","ucla_6","ucla_7","ucla_8","ucla_9","ucla_10","ucla_11","ucla_12","ucla_13","ucla_14","ucla_15","ucla_16","ucla_17","ucla_18","ucla_19","ucla_20","OCI_1","OCI_2","OCI_3","OCI_4","OCI_5","OCI_6","OCI_7","OCI_8","OCI_9","OCI_10","OCI_11","OCI_12","OCI_13","OCI_14","OCI_15","OCI_16","OCI_17","OCI_18","OCI_19","OCI_20","OCI_21","OCI_22","OCI_23","OCI_24","OCI_25","OCI_26","OCI_27","OCI_28","OCI_29","OCI_30","OCI_31","OCI_32","OCI_33","OCI_34","OCI_35","OCI_36","OCI_socsup","OCI_dep","OCI_imp","OCI_att","Ucla_score","OCI_score"
"307",100,28,1,5,4,6,2,"4,5,6,7,8,9",6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,1,2,4,1,5,2,2,3,1,2,2,1,4,1,1,1,1,1,3,1,2,4,1,1,1,2,1,1,2,1,1,27,8,21,10,23,66
"308",100,27,1,5,4,2,3,"7",1,1,4,4,4,1,4,4,4,4,4,4,4,3,4,4,3,4,3,3,3,4,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,2,1,2,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,19,6,10,11,72,46
"309",100,39,2,1,4,1,4,"1,2,7,8,9",5,1,1,1,2,4,1,2,3,2,1,2,1,2,2,1,2,2,1,1,2,2,4,1,4,1,1,1,1,4,3,4,2,4,3,1,1,1,1,2,1,5,1,1,2,4,1,1,5,2,5,4,2,2,2,2,5,1,28,14,18,25,35,85
"312",100,24,1,1,4,2,1,"2,3,4,5,6,7,8,9",6,1,2,1,3,4,1,2,1,3,3,2,1,3,3,1,2,2,1,1,1,2,3,2,2,2,2,2,5,3,3,6,4,6,4,3,4,4,2,4,2,4,6,3,5,6,5,5,7,6,3,5,4,4,4,4,4,4,44,25,40,33,39,142
"322",100,34,1,2,6,2,1,"1,2,4,7,9",3,1,1,1,1,4,3,2,3,4,1,1,1,1,3,1,2,2,2,2,1,1,6,1,1,1,1,1,1,2,4,1,1,1,4,1,1,1,1,1,1,5,1,1,1,1,2,1,2,3,2,1,1,1,1,1,1,1,25,7,10,15,37,57
"324",100,24,1,1,5,2,2,"1,2,3,4,5,6,7,8,9",6,1,4,1,1,4,1,1,4,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,3,2,1,2,7,1,7,4,7,3,3,1,1,1,1,1,7,1,1,7,7,1,1,7,2,2,2,2,1,1,5,5,5,25,22,36,22,32,105
"326",100,60,2,1,5,3,7,"5,6,7,9",5,1,1,1,1,1,4,2,4,2,1,1,1,1,3,1,1,3,1,4,1,2,1,1,1,1,1,1,2,1,1,4,1,5,1,1,1,4,3,4,1,2,1,1,5,2,1,1,1,1,4,4,1,1,2,1,1,1,20,11,19,15,36,65
"328",100,75,1,3,3,1,7,"7,8,10",2,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,4,4,1,1,1,1,4,1,4,1,1,1,1,1,4,4,1,4,1,1,4,1,1,1,1,23,6,16,19,24,64
"329",100,30,2,3,4,2,2,"1,2,3,4,5,7,8,9",5,1,4,3,2,1,3,3,3,3,4,2,4,2,2,3,3,3,3,4,2,2,3,5,3,2,2,1,2,3,4,4,2,6,3,1,2,5,1,5,1,3,1,1,5,5,2,1,6,6,5,5,5,5,5,5,4,2,37,22,27,35,56,121
"338",100,44,2,1,4,1,4,"1,5,9",1,1,2,1,1,4,1,1,1,4,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,19,10,10,7,31,46
"340",100,38,2,6,6,1,1,"1,2,3,4,7",5,1,2,2,2,3,2,2,2,2,3,2,2,3,2,2,2,2,1,1,2,2,2,2,3,3,5,3,3,3,2,2,1,5,2,2,2,3,2,2,1,1,1,2,3,5,3,1,5,3,2,2,1,2,2,2,3,2,28,18,25,17,41,88
"341",100,23,1,1,4,2,1,"1,2,4,5,9",4,1,2,1,1,4,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,2,3,2,1,2,5,2,1,1,1,5,1,1,1,2,1,3,1,2,3,2,3,1,1,1,2,1,1,1,30,9,12,13,27,64
"343",100,28,2,1,5,2,1,"1,2,3,4,5,7,8,9",3,1,2,1,1,2,4,2,3,3,3,2,3,3,4,2,2,2,2,2,2,1,3,2,1,2,1,1,1,3,1,1,1,4,1,1,1,2,1,6,2,5,1,2,1,2,1,1,5,6,5,6,5,5,5,1,2,3,28,10,16,37,46,91
"345",100,42,1,1,4,1,1,"1,2,4,5,7,8,9",4,1,3,1,1,4,2,3,3,1,1,2,1,3,3,2,2,2,1,3,2,2,2,1,1,2,1,1,5,2,1,5,2,3,2,1,1,1,1,1,1,1,1,1,2,6,1,1,6,2,2,1,2,1,1,1,1,1,21,12,18,14,42,65
"348",100,25,2,1,5,1,1,"1,2,4,5,7,8,9",2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,3,1,1,7,1,1,1,1,1,1,5,1,2,1,5,1,1,5,5,5,1,5,2,1,1,1,1,29,11,12,24,23,76
"373",100,64,2,1,4,4,7,"4,5,6,7",5,1,1,1,1,4,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,3,6,1,1,1,1,7,7,7,1,5,5,1,4,1,1,3,1,1,1,1,7,5,7,7,4,6,6,1,1,1,44,8,21,39,27,112
